UNODC,unodc_ddds@un.org,,,,,,,,,,,
12/05/2023,,,,,,,,,,,,
Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",60.7272117364849,CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population",60.1803799283642,CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population",67.4536647530437,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3584,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3611,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,3577,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2007,Counts,3878,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,Counts,3945,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2009,Counts,4023,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,Counts,3606,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2011,Counts,3897,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,Counts,4030,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,Counts,3327,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,Counts,3230,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,Counts,3461,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,3793,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,3625,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,3711,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,3835,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,3549,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,3610,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2004,Counts,3,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2005,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,Counts,4,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,Counts,11,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,Counts,9,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,Counts,11,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,Counts,4,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Counts,1,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Counts,3,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,2,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,3,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,6,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,3,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,3,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,2004,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1674,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1738,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1793,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2934,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2568,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,3300,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3769,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,3855,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,3780,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,3564,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,3479,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,4391,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,4253,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,4425,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,4509,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,4141,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,4354,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,687,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,678,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,700,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,710,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,693,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,779,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,875,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,975,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,883,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,1295,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,1164,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,1130,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,1231,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,1492,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,1666,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,1676,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,1684,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,1841,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2010,Counts,2426,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2011,Counts,2794,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2012,Counts,2972,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,2153,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,2119,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,2009,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,2821,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,2417,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,2424,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,2360,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,2135,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,2209,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,332,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,281,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,340,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,339,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,344,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,335,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,473,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,322,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,Counts,304,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,660,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,835,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,927,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,1358,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,1859,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,1917,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,2115,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,Counts,129,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,Counts,135,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Counts,140,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Counts,54,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,48,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,121,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,154,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,133,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,214,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,194,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,198,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,52,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,39,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,217,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,245,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,252,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,760,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,806,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,747,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,268,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,179,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,818,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,1057,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,895,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,185,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,166,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,174,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,50,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,23,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,214,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,236,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,208,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Counts,1536,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Counts,1668,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,1746,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,412,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,186,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,2455,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,2539,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,2443,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2013,Counts,180,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,Counts,285,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2015,Counts,231,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,Counts,44,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,31,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,424,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2019,Counts,403,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2020,Counts,446,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2013,Counts,120,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2014,Counts,111,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2015,Counts,84,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2016,Counts,34,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,21,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,100,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Counts,90,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Counts,68,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2013,Counts,16,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2014,Counts,10,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2015,Counts,12,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2016,Counts,5,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,Counts,4,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,Counts,16,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,Counts,14,CTS
AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2020,Counts,17,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2013,Counts,75,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2014,Counts,72,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2015,Counts,73,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2016,Counts,75,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,81,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,104,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,149,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,121,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2013,Counts,509,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2014,Counts,525,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2015,Counts,531,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2016,Counts,532,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,555,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,635,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,888,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,874,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2013,Counts,162,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2014,Counts,154,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2015,Counts,141,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2016,Counts,232,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2017,Counts,196,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,214,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,Counts,474,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,Counts,326,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2013,Counts,845,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2014,Counts,823,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2015,Counts,761,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2016,Counts,1073,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2017,Counts,1176,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,1475,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2019,Counts,1663,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2020,Counts,1628,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2013,Counts,14,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2014,Counts,12,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2015,Counts,15,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2016,Counts,108,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2017,Counts,117,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,217,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2019,Counts,177,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2020,Counts,141,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2013,Counts,104,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2014,Counts,153,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2015,Counts,161,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2016,Counts,756,CTS
AUT,Austria,Europe,Western Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2017,Counts,859,CTS
